Gene symbol,untreated,untreated,untreated,prednisolone-treated,prednisolone-treated,prednisolone-treated
Mogat1,4.645705,4.385249,4.453622,4.618896,4.558974,4.461454
Utp14b,8.350789,8.554637,8.577144,8.788401,9.05738,8.516784
Kcne4,6.215749,4.994242,5.992546,5.49224,5.221495,5.017057
Gm10555,4.664039,4.375869,4.16194,4.26614,4.569155,4.213829
Mrpl44,6.460505,6.418467,6.264948,6.552572,6.531245,6.458924
Gm23934,16.90547,16.92414,17.22266,16.49113,16.60074,16.80955
1700016L21Rik,4.622845,4.962706,4.995969,5.152558,4.659921,4.657895
Nyap2,4.144642,4.253119,4.080496,4.125628,4.099206,4.067935
Mir6344,6.149243,6.475317,5.992765,5.712077,6.086736,5.784778
Gm9747,5.960431,6.000544,5.813361,5.248418,5.770637,6.184426
Rhbdd1,8.445485,8.299248,8.207614,8.545038,8.430342,8.517332
Gm19552,5.391305,5.040717,5.512363,5.889054,5.412677,5.689363
Col4a3,5.334313,5.287634,5.358818,5.358113,5.439031,5.369561
n-R5s213,8.71395,8.757776,9.173499,9.657666,9.503974,9.127632
Mff,11.58446,11.3728,11.36552,11.8714,11.81191,11.73072
Agfg1,11.93882,12.4173,12.52053,11.74296,11.68326,11.74668
Krtap28-13,3.666975,3.458276,3.424882,3.560356,3.343317,3.802865
Ccl20,4.526838,5.115089,4.704762,4.76355,4.40056,4.334115
Daw1,4.098988,4.092341,4.062256,4.120049,3.965117,3.963943
Gm6374,10.63871,10.35003,10.45851,10.68977,10.72284,10.1941
Gm25754,18.32857,18.102,18.37501,17.74879,17.79801,17.83056
Gm24555,5.9051,6.379909,5.677281,5.831753,5.890378,6.181936
Mir5126,4.529383,4.330894,4.658494,4.540085,4.522299,4.471975
Fbxo36,5.795009,5.470634,5.751916,6.256961,5.917398,6.045732
Gm15433,5.118122,5.082497,5.979498,4.822461,4.935085,5.166113
Rpl19-ps1,15.23554,15.30131,15.02453,14.80452,14.91267,15.13493
Gm2389,8.35317,8.572691,8.666869,8.237118,8.241565,8.321366
Gm10553,5.782676,5.870213,5.80903,5.792172,5.940286,5.417949
Gm16038,4.376941,4.099826,4.366152,4.498853,4.331455,4.076815
Gm6264,6.73468,6.851648,6.743246,6.294854,6.331432,6.33295
Gm7609,6.451034,6.123394,6.417251,5.894144,5.793425,5.64203
Gm16028,4.421821,4.741269,5.001809,4.581553,4.364719,4.540206
Gm16025,5.488992,5.022913,5.124447,5.194588,5.405017,5.357769
Gm2427,8.32536,8.687387,8.536732,7.898497,7.844553,7.951142
Gm7592,6.827235,6.650054,6.912498,6.168451,6.14555,5.978371
G530012D18Rik,5.13829,4.855586,4.6092,4.812869,4.979967,5.035168
Gm16094,5.877248,5.386458,5.118023,5.396605,5.04122,5.101338
Sp140,8.413842,8.741647,8.443666,7.905193,7.946643,7.951199
Sp100,10.58134,10.1987,10.64698,9.255095,9.310727,9.391021
Mir8096,4.082494,3.965621,4.03812,3.903261,4.052508,4.086127
Gm25472,18.51233,18.34396,18.4902,18.32399,18.40568,18.49234
9930111H07Rik,4.813974,4.407392,4.349161,5.041087,4.783429,4.77042
Gm22906,12.39453,12.1774,12.38862,12.39532,12.67232,12.52595
Cab39,11.7404,11.60401,11.67696,11.74729,11.70029,11.79817
Itm2c,8.801279,8.819741,8.690075,8.363705,8.221313,8.409363
4933407L21Rik,4.068968,4.077171,4.240621,4.294693,4.171942,4.154547
Spata3,4.299492,4.424892,4.364054,4.323572,4.287421,4.128772
2810459M11Rik,5.770584,5.884966,5.805451,6.060692,5.757233,5.821114
Gm22786,10.14723,10.02418,10.68077,10.28375,10.55806,10.57406
B3gnt7,5.165157,5.41586,5.219241,5.298318,5.275341,5.486005
Gm5258,5.40529,5.370495,5.501108,5.67378,5.563462,5.623857
C130036L24Rik,4.92373,5.096572,4.960128,5.207452,5.20499,4.849177
1700019O17Rik,4.602825,4.223506,4.749256,4.45151,5.011331,4.588207
Ptma,15.17387,15.46049,15.35322,14.15738,14.033,14.79498
Cops7b,7.136269,7.222155,7.122005,7.455292,7.396615,7.378746
Dis3l2,8.004892,7.938451,7.902231,7.851093,7.972908,8.153305
LOC102635830,5.660674,5.698797,5.869693,5.540224,5.48112,5.582395
Akp3,4.858268,4.703026,4.812459,4.596222,4.973733,4.738896
Prss56,4.300705,4.185908,4.254363,4.015799,4.11473,4.206144
Chrnd,8.409965,8.895227,8.298936,9.074357,9.182592,9.473269
Chrng,7.307521,8.610528,6.928292,7.433038,8.151929,8.976828
Eif4e2,9.237018,9.195682,9.116275,8.996316,9.007613,9.125332
Gm26187,5.851707,6.113879,5.865839,6.283214,6.196383,6.012722
Efhd1,7.454489,6.953938,7.063006,7.340603,7.406857,7.331933
Gigyf2,8.913979,9.102485,9.04597,9.131346,9.107164,9.099123
3110079O15Rik,5.035937,4.935316,5.053235,4.865405,4.960382,4.762285
Neu2,6.730454,6.499331,6.319424,6.689721,6.975861,6.853736
Gm17181,13.31112,13.51903,13.36728,12.77924,12.73824,12.80536
Inpp5d,8.811805,9.581439,9.213503,8.279593,8.089552,8.679669
Atg16l1,7.518387,7.593921,7.796853,7.532131,7.554108,7.563742
Gm25395,10.5431,10.32885,11.07738,10.21205,9.951094,10.1091
Scarna6,11.55964,11.1758,11.94528,11.00188,10.68993,10.8624
5830472F04Rik,7.009527,7.589592,7.252643,6.917402,7.115912,6.991103
Sag,4.810272,4.902833,4.85702,4.841552,4.839936,4.786128
Dgkd,9.427893,9.295084,9.357177,9.472159,9.269532,9.458388
Gm25198,7.960004,7.967729,7.674917,7.964344,8.052312,7.847028
Gm5832,7.44955,7.228014,7.418481,7.104768,7.540845,7.593432
Gm15375,5.49162,5.139545,5.021793,5.129191,5.244227,5.120318
Ugt1a2,6.284981,6.575173,6.230471,6.381483,6.009147,6.265132
Gm15373,6.263255,6.996878,6.66503,6.377614,6.652862,6.635174
Gm15372,5.772983,6.016549,5.4473,5.239554,4.694557,5.540414
Gm15370,5.515447,6.224432,6.050084,5.474898,5.661713,5.743603
Gm15369,6.508562,6.703228,6.533376,6.088923,6.43921,6.547246
Gm15374,6.183957,7.531487,6.531463,6.490207,5.930631,6.727878
Gm15371,6.238967,7.372406,6.371919,7.051147,6.747927,7.051441
Gm15368,5.341512,6.065454,5.172915,5.317889,5.168494,5.857935
Gm15376,4.617425,4.982168,4.744795,5.16228,5.001842,4.741393
Mroh2a,4.689585,4.766628,4.702278,4.682617,4.791287,4.775045
Trpm8,4.33726,4.277268,4.348267,4.310738,4.548579,4.375717
Spp2,4.846524,5.017501,4.774065,4.626567,4.8228,4.764981
Gm19589,5.23579,5.285026,5.272267,5.152713,5.336161,5.41353
2410088K16Rik,5.646956,5.702843,5.821482,5.672278,5.958488,5.824153
1700067G17Rik,4.819534,4.206565,4.207845,4.299242,4.471753,4.3187
Sh3bp4,5.624002,5.491396,5.613681,5.649162,5.623879,5.445619
Agap1,8.862171,8.763923,8.959497,9.124654,8.980934,8.8125
Gm25180,6.839722,7.279122,6.630196,6.533557,6.703272,6.72507
Gm26037,6.661702,6.441631,6.380652,6.688615,6.129579,6.400913
D130058E05Rik,4.120658,4.213099,4.237868,4.495883,4.538948,4.622735
Ackr3,7.838404,6.879863,7.39285,6.941676,6.803477,6.635027
Cops8,10.63982,10.67741,10.83563,11.06845,10.94126,10.99633
Gm9991,5.464184,5.282747,5.189682,5.198107,5.306621,5.578856
Mlph,5.207171,5.028335,5.015666,5.213249,5.25182,5.219305
Prlh,6.00385,6.42202,6.268345,5.956196,5.880379,6.101137
Lrrfip1,12.19578,11.3835,11.39919,11.46509,11.70839,11.37899
Rbm44,4.987299,4.847125,4.874823,5.017235,4.820918,5.138135
Ramp1,5.717867,5.533143,5.510007,5.75178,6.102322,6.010587
Ube2f,12.09316,12.06669,12.14316,12.16985,12.20398,12.13592
Gm7785,7.605445,7.891338,7.879785,7.399608,7.559691,7.675519
Scly,7.075274,7.171646,7.086479,7.200271,7.108997,7.110527
Espnl,4.48087,4.39498,4.619681,4.574881,4.555722,4.354735
Klhl30,8.994829,9.093772,9.360813,9.617828,9.679914,9.620952
Fam132b,5.6857,5.835412,5.728402,5.514336,5.534493,5.594779
Traf3ip1,6.220356,6.49959,6.461511,6.403332,6.639964,6.446258
Asb1,6.244348,6.080337,6.095913,6.236182,6.109241,6.163247
Twist2,6.531278,6.741318,6.380924,6.378053,6.170668,6.106338
Gm26720,4.24102,4.662951,4.237092,4.105855,4.874539,4.018039
Olfr1413,4.892552,5.108071,4.711224,5.07828,5.062815,5.029081
Olfr1412,4.514569,4.996207,4.379181,4.404629,4.744465,4.182326
Olfr1411,5.165353,4.962144,4.809299,5.128374,5.115043,5.264129
Olfr1410,4.797035,5.175798,5.373921,5.165901,5.322031,5.103364
Olfr12,5.141115,4.840464,4.521374,4.6343,4.702115,5.04917
Gpc1,11.28239,11.10085,11.33071,12.14602,12.02137,11.80534
Mir149,5.740127,6.047004,5.677476,5.889136,5.828934,5.964127
Rnpepl1,8.401344,8.449672,8.493013,8.760345,8.540712,8.479098
Capn10,5.455954,5.426252,5.35817,5.554861,5.418456,5.501502
Gpr35,6.292116,7.587988,6.62568,5.415834,5.776005,5.822402
Aqp12,5.054397,5.54877,5.360945,5.257533,5.561764,5.652145
Agxt,4.598458,4.917182,4.707849,4.355428,4.712692,4.750059
E030010N08Rik,5.43875,5.420185,5.398364,5.492121,5.598922,5.463221
Sned1,8.052135,8.527008,9.138537,8.410608,8.334272,8.232055
Ppp1r7,10.53744,10.55866,10.71194,10.70611,10.54352,10.74814
Mir6902,4.748428,3.676912,4.805788,4.043436,4.131426,4.163179
Mir6345,4.997576,4.476964,5.399409,5.157704,5.964527,5.284615
Gm26446,7.097051,6.614375,7.171473,7.129144,6.997936,7.12712
Ano7,5.204156,5.282808,5.147957,5.183098,5.197107,5.272917
Gm17415,8.637089,8.770767,8.691227,8.777323,8.867922,8.884898
2-Sep,12.23634,12.23398,12.01248,11.67761,11.70434,11.96499
Farp2,7.924342,8.138741,8.128729,8.093944,8.081888,7.955164
Bok,5.785973,5.98635,5.625563,5.875084,5.948213,5.584713
Atg4b,7.681404,7.856748,7.829482,8.10846,7.872556,7.931523
Ing5,6.942906,6.658544,6.84682,6.934808,6.750046,6.783853
D2hgdh,7.095222,7.052123,6.969548,7.607556,7.252528,7.075735
Gal3st2,5.491481,5.314948,5.552331,5.432982,5.494601,5.6988
Gm9994,5.388459,5.467422,5.368818,5.327669,5.397439,5.665853
Gm7889,6.613179,6.585823,6.449638,6.90609,6.681705,6.573647
Gm6086,4.935559,4.90431,4.66013,4.797024,4.796279,4.847511
Neu4,5.442611,5.263273,5.392421,5.284249,5.433563,5.236745
4930440C22Rik,4.021923,4.067173,3.919215,4.05232,4.316584,4.017202
Fam174a,10.5489,10.03039,9.73099,9.948318,9.900883,9.942138
Gm15427,12.28741,11.91201,12.06205,12.33111,12.58014,12.78001
Gm22917,5.484828,5.166664,5.45375,5.588079,5.684576,5.697803
Gm26245,8.723482,8.434802,8.501838,8.451264,8.412338,8.434425
Gm26078,4.766859,4.850301,4.713365,4.42093,5.113522,4.278547
Gm5101,3.741605,3.733546,4.148458,3.755729,3.263281,3.7536
Gm6430,12.70117,13.45999,13.21478,12.17299,12.41389,12.71665
Gm7133,4.03768,4.09951,4.150338,3.903175,3.898369,3.917694
Gm7135,4.288493,4.364814,4.589673,4.550347,4.279628,4.381299
Gin1,6.923224,6.868992,6.823923,6.918445,6.942578,7.004504
Gm25413,5.303372,5.584701,5.446638,5.599965,5.467937,5.080711
Gm24465,10.35302,10.13769,10.36973,9.03849,9.914814,10.1534
1810006J02Rik,4.900165,4.673672,5.225939,4.894161,4.888061,4.277163
Gm7952,5.56883,5.528092,5.527808,5.65814,5.88365,5.830321
Slco6d1,4.516412,4.706713,4.83267,4.50472,4.481676,4.411788
Gm3555,7.2143,7.08544,7.467621,7.309983,7.390151,7.314101
Gm26134,5.713376,5.561936,5.169059,5.991081,5.576134,5.621241
Gm23434,4.731066,4.962367,5.174846,5.263416,4.89849,4.949553
Gm20253,9.530138,9.934927,9.181094,9.31683,9.120529,9.617052
Cntnap5b,4.255488,4.475448,4.354388,4.309327,4.489716,4.405598
Gm25537,6.135585,6.45126,6.628307,6.460466,6.504908,6.490394
Gm20268,4.465477,4.67726,4.241819,4.424654,4.095816,4.13452
Gm23537,5.157518,4.847937,4.921336,5.081678,5.071693,5.329476
Gm25003,14.20497,14.55287,14.17593,14.0067,13.92158,13.83068
Cdh20,4.918375,4.839585,4.878574,4.837981,4.764841,4.787477
Gm17634,4.061332,4.287963,4.072877,4.091813,4.017333,3.923352
Gm3608,13.32003,14.02697,13.83549,13.01678,12.79695,13.20216
Gm22426,12.69265,12.91226,12.68654,12.37993,12.53606,12.76699
2310035C23Rik,8.854431,8.865967,8.76817,8.706816,8.523481,8.740314
Gm10193,12.90809,12.73983,12.94499,13.07268,13.15043,12.91863
Tnfrsf11a,6.958957,7.568103,7.397796,7.121517,6.858409,7.371824
Gm26214,4.003399,4.270112,4.471923,3.252973,3.503116,3.646624
Zcchc2,8.247319,8.599786,8.634076,8.444862,8.415266,8.406234
Gm26509,4.570893,4.463734,4.621356,4.776489,4.45798,4.528256
Phlpp1,8.583751,8.586308,8.528071,8.355923,8.332097,8.390361
D630008O14Rik,4.533105,4.403597,4.931231,4.441978,4.617046,4.233531
Serpinb5,3.895427,4.044908,4.050278,3.687294,3.938008,3.852332
Serpinb12,4.029907,4.042577,4.406655,4.1451,4.100941,4.070715
Serpinb13,4.629197,4.775722,4.493907,4.527258,4.57087,4.483384
Serpinb11,4.212111,4.240911,4.166805,4.121162,4.275861,4.461721
Serpinb7,4.65765,4.759428,4.466238,4.51259,4.68246,4.751819
Serpinb8,7.147155,7.66286,7.309855,7.591984,7.297628,7.474409
Gm15389,5.365628,5.280034,5.309333,5.276793,5.63358,5.284451
Gm22438,5.111825,5.192781,5.330859,5.180051,5.528335,5.491817
D830032E09Rik,5.315105,4.977172,5.021029,5.253479,5.384735,5.205037
Gm25293,5.275331,4.659735,4.646858,4.566176,4.677184,4.651301
Cdh7,4.442179,4.555622,4.343195,4.372302,4.449558,4.348208
Gm22331,4.786738,4.337182,4.838118,4.624764,4.679381,4.680755
Cntnap5a,4.306254,4.437368,4.323853,4.200427,4.276998,4.289409
Gm19965,4.153837,3.630443,3.488235,3.530653,3.676776,3.577907
Gm24030,4.344128,4.831019,4.142035,5.133496,4.399158,4.542384
Nifk,10.27975,10.53852,10.79282,10.15883,10.05242,10.43559
Clasp1,11.38696,11.01789,11.04009,11.29295,11.43474,11.32671
Tfcp2l1,5.958107,5.774886,6.199727,6.414154,6.725212,6.081644
mmu-mir-6346,4.158774,3.713127,3.533173,4.029,3.958185,3.86172
Gm26831,4.629454,4.42343,4.158806,4.531333,4.582266,4.594013
Gm8321,4.028631,3.63133,3.873253,4.026382,3.750757,3.490467
A330041K01,4.115113,4.176661,4.489686,4.401024,4.152605,4.290546
Tmem185b,6.383703,6.833105,6.779018,6.218611,6.198388,6.357399
Gm25322,4.340924,4.73653,5.488727,4.614455,5.274622,5.39963
Gm3851,14.70083,14.87301,14.53234,14.10547,14.576,14.92307
Gm8338,5.147707,5.307209,5.154016,5.584752,5.205987,5.28095
Gm17973,3.963426,4.238031,4.133282,3.851943,3.96278,3.997433
Sctr,6.322866,6.093001,6.008076,6.500012,6.376402,6.316821
3110009E18Rik,5.781803,5.766026,5.65358,5.615321,5.901365,5.876534
C1ql2,4.156539,4.29194,4.00019,4.522569,4.421296,4.530545
En1,5.10438,5.440974,5.407972,5.273725,5.210884,5.416296
Celrr,4.493697,4.56507,4.406295,4.344393,4.600905,4.38271
Ccdc93,8.107224,8.292726,8.308598,8.064734,8.038054,8.04992
Gm8217,7.628753,7.404044,7.542746,7.254334,7.718248,7.607509
Gm24547,4.606421,4.853856,4.975223,4.684752,5.094156,4.94152
Gm25771,5.877477,5.687571,5.376006,6.06359,5.998696,6.187757
Gm22610,14.64068,14.28737,14.47197,13.99905,14.28491,14.07462
Gm10543,4.172972,3.908267,4.000847,4.537797,4.035034,4.168933
Gm25578,6.782833,6.693518,7.126872,6.035805,6.657514,6.666494
Slc35f5,10.75606,10.73717,11.06139,10.70468,10.576,10.62137
Gpr39,4.097928,4.115647,3.90647,3.992959,3.843031,4.055123
Gm23370,7.479525,7.552059,8.11904,7.296659,7.51772,7.552585
Gm23734,8.37335,8.332209,8.544295,8.552618,8.307135,8.595209
Acmsd,4.591139,4.581612,4.529762,4.44584,4.454583,4.609619
Ccnt2,9.859241,9.854754,9.838675,9.939662,10.00149,9.906132
Rab3gap1,8.832259,8.694559,8.917946,8.983139,8.869513,8.780882
Rpl28-ps1,15.27551,15.28828,15.37325,14.65775,15.02706,15.12939
R3hdm1,12.19281,11.98047,12.3047,12.69068,12.69677,12.49827
Mir128-1,5.561321,5.384105,5.748675,4.90236,4.721827,4.655384
Ubxn4,12.90817,13.11344,13.49857,12.85947,12.81707,12.80881
Gm23902,4.349452,4.395473,4.187772,4.570932,4.435591,4.007202
Thsd7b,4.466629,4.456521,4.388193,4.382275,4.511863,4.370927
Gm15674,5.376315,5.222749,4.907801,5.007283,5.182714,4.835961
Gm16083,5.459378,5.173903,5.430299,5.231606,5.309481,5.156991
Yod1,6.161214,6.105257,6.196248,6.182014,6.171569,6.078349
AA986860,5.448405,5.770847,5.639544,5.756206,5.783057,5.567443
Fcamr,5.267538,5.133712,5.32142,5.304286,5.253425,5.12658
Pigr,4.890653,5.046462,4.827974,4.725496,4.966773,5.009559
Faim3,4.764365,4.381381,4.43964,4.653397,4.609946,4.400052
Il10,4.922624,5.637341,5.263185,5.07512,5.378723,5.231591
Eif2d,7.335549,7.067214,7.167397,7.418185,7.419844,7.406595
Fam72a,5.029713,5.430803,5.421589,5.297105,5.220609,5.230764
Avpr1b,4.471845,4.43435,4.200542,4.418233,4.41011,4.332964
Ctse,6.198381,6.113081,6.231025,5.939547,5.747767,5.913836
5430435G22Rik,9.854165,10.53286,10.16248,9.645354,9.267427,9.539846
Slc26a9,4.535408,4.49515,4.558026,4.409261,4.543003,4.549451
Pm20d1,5.170628,5.001936,4.970767,4.974271,4.917679,5.047259
Slc41a1,10.4562,10.17944,10.79913,10.167,10.35167,9.872166
Rab29,8.81008,8.947678,8.854476,8.588277,8.431712,8.457401
Nucks1,11.91783,12.04706,11.87656,11.88666,11.78792,12.21525
Slc45a3,4.774021,4.747589,5.082257,5.04618,4.920438,4.884069
Elk4,10.04631,9.747664,9.994182,9.847597,9.714771,9.76318
Gm26892,4.882508,4.918272,4.904007,4.947542,5.067929,5.000916
Gm26034,4.119856,4.841766,4.653783,4.611125,4.501011,4.805534
Lemd1,4.199541,4.336303,4.275981,4.237293,4.177227,4.24244
Mir135b,4.65568,4.709586,4.443286,4.490024,4.270545,4.452108
Gm7241,6.696963,7.184827,6.44862,7.05478,7.089219,7.303161
Klhdc8a,4.550164,4.328493,4.149389,4.303718,4.211782,4.26961
Nuak2,6.985486,6.604432,6.702427,5.987808,5.785977,6.074272
F730311O21Rik,6.340064,6.370986,6.041837,5.992148,6.367832,6.795605
Gm15849,4.421092,4.225988,4.066557,4.208725,4.483989,4.13854
Dstyk,7.630775,7.677043,7.542821,7.560138,7.608662,7.607881
Rbbp5,9.547505,9.79951,9.689493,9.406349,9.675467,9.644983
Tmem81,5.752383,5.861334,5.718754,5.268353,5.649126,5.636785
Gm10538,4.764043,4.972683,4.478938,5.031484,4.711248,4.832501
Lrrn2,6.183472,6.142303,6.052852,6.058465,6.226491,6.121852
Pik3c2b,8.575299,7.99188,7.759568,8.659303,8.952551,8.760712
Ppp1r15b,9.616826,9.727269,9.760049,8.746582,8.911489,9.129877
Plekha6,6.67246,6.030921,6.091664,6.370619,6.521286,6.405101
Golt1a,5.308553,5.319786,5.416262,5.083733,5.232756,5.23292
Ren1,4.44012,4.568422,4.656236,4.532123,4.648929,4.676502
Etnk2,4.756507,4.780927,4.721442,4.830461,4.963365,4.841555
Gm23939,8.122148,8.010166,8.233143,7.702282,7.811763,7.734071
Gm26706,5.201757,5.836133,5.432549,5.254405,5.223948,5.443271
Gm15851,6.166955,6.537581,6.360993,6.603309,6.279816,6.206172
Fmod,11.5223,11.09302,11.47401,11.31768,11.45564,11.23663
Gm8618,16.66762,16.93032,16.63396,16.46968,16.619,16.67855
Chit1,4.349596,4.402579,4.39945,4.261832,4.488368,4.430648
Chil1,4.641718,5.240805,5.00232,4.749347,4.985034,4.73601
Mybph,14.22605,14.08303,14.14738,14.7063,14.5407,14.5385
Myog,10.31309,11.30513,10.43995,10.9282,10.55826,11.93238
4933406M09Rik,5.373802,5.372429,4.994401,4.892358,5.321279,5.0947
Cyb5r1,9.344872,9.277975,9.264457,9.921869,9.912582,9.804111
Adipor1,10.00418,9.866087,10.04105,10.18509,10.11326,10.1603
Klhl12,7.265254,7.049766,7.265529,7.335991,7.260228,7.31964
Rabif,8.048552,8.258745,8.226025,8.288105,8.036715,8.131758
Gm25612,4.818142,5.305748,5.051582,4.702877,4.506675,4.473841
Gm15454,8.054727,7.935392,7.817904,7.790074,8.022939,8.06008
Kdm5b,9.047281,8.71615,8.824994,8.813172,8.789612,8.800229
Syt2,4.520946,4.535094,4.616161,4.564439,4.541067,4.435226
Gm22232,10.42691,10.00578,10.14486,10.01276,10.09394,9.927845
Ube2t,6.35493,6.417088,6.062196,6.163127,6.168709,6.224129
Gm10535,5.226486,5.640356,5.212642,4.910263,5.344406,5.01476
Ptpn7,6.477746,7.402407,6.801824,6.588242,6.371058,6.807652
Arl8a,9.945201,10.26536,9.985341,9.994915,9.933836,9.991467
Gm15445,8.341988,8.005479,8.170993,8.418814,8.734569,8.01513
Gm4204,12.93336,13.24598,13.08049,12.49413,12.68928,13.14875
Lmod1,5.665453,5.70042,5.330147,5.496554,5.922445,5.67304
Gm4793,5.795177,5.757493,5.882834,5.81599,5.813711,5.833509
Csrp1,9.669687,9.511468,9.773062,9.067869,9.03554,9.139173
Phlda3,7.754003,7.893974,8.007236,8.330793,8.123234,8.538143
Lad1,5.418927,5.410554,5.360322,5.406528,5.530507,5.531693
Tnnt2,11.24554,12.42885,10.30685,11.4816,12.33896,12.54477
Tmem9,6.860028,6.864763,6.705515,6.889509,6.867561,7.037635
Ascl5,5.082951,5.405627,5.183885,5.12268,5.28498,5.047661
Cacna1s,14.5574,13.9671,14.21648,15.2595,15.36962,15.16273
Kif21b,5.848701,6.134702,6.070787,5.996263,5.983201,6.182798
Gm26568,4.335841,3.7908,3.911708,3.737946,3.982872,3.763065
Gm26781,5.56918,5.753714,5.743235,5.616031,5.992633,5.531823
Ddx59,7.345609,7.179835,7.404696,7.766823,7.406654,7.363042
Kif14,5.647997,6.231882,5.773833,5.652139,5.746872,6.040888
Zfp281,7.801896,8.520413,8.375751,7.917619,7.964719,7.907455
Gm19705,5.588876,5.538723,5.530509,5.61636,5.666242,5.529849
Gm16880,5.028326,5.085937,4.930325,4.574234,4.735774,4.600079
Gm24086,9.177179,8.729819,9.028146,9.010579,8.938566,9.039131
Gm22727,4.490422,4.616979,4.849701,4.262878,4.465464,4.710019
Gm4258,5.658474,5.861414,5.826624,5.906776,5.907438,5.966953
A130050O07Rik,7.150713,7.216556,7.120323,7.342663,7.44486,7.273392
Mir181a-1,6.116355,5.389006,5.81786,5.875491,5.841063,6.316127
Atp6v1g3,4.388248,4.611919,4.487554,4.615428,4.411682,4.350167
4930596I21Rik,6.802878,6.393066,6.992669,6.789718,7.195453,6.835987
4933436E23Rik,4.93511,5.588594,5.031309,5.21805,5.222475,5.483034
Zbtb41,9.547299,9.534607,9.632225,9.368694,9.364262,9.391852
Aspm,6.084145,6.709188,6.074241,6.15807,6.041799,6.781655
F13b,4.221793,4.033501,4.059812,4.063337,4.021877,4.074709
Gm26271,3.605802,3.373306,3.21564,3.279424,3.291613,2.912633
Gm25619,4.62526,3.775243,3.417027,4.133038,3.984444,3.961182
Gm26048,9.741908,9.515543,11.05285,10.15169,9.91487,9.962308
Kcnt2,6.548269,6.144557,6.346128,6.556145,6.285313,6.372609
Gm25457,9.773661,10.09675,10.0777,9.513103,9.839678,9.801047
Gm22016,5.294753,5.423819,5.508434,5.505964,5.249894,5.382704
B3galt2,8.396546,7.053484,7.550138,10.2627,9.043719,8.928177
Gm6397,14.24936,14.70329,14.61361,13.78402,13.73269,14.36152
Glrx2,7.917935,7.922067,7.869669,7.927546,7.910615,7.961551
Uchl5,10.52839,10.58045,10.63841,10.7479,10.74505,10.66528
Gm25663,6.430233,6.405136,6.35758,6.264436,6.294614,5.927239
Gm5262,7.436991,6.863452,7.013402,7.816312,7.888308,7.528657
Gm5263,4.367139,4.86202,4.537855,4.058885,4.606643,4.932381
Brinp3,4.346935,4.909242,4.607828,4.564227,4.349689,4.544103
Gm15583,7.729916,8.221272,7.592785,7.542552,7.488934,7.655167
